Ticker,Industry,Sector,Short Name,Country,Long Business Summary
AA,Aluminum,Basic Materials,Alcoa Corporation,United States,"Alcoa Corporation, together with its subsidiaries, produces and sells bauxite, alumina, and aluminum products in the United States, Spain, Australia, Iceland, Norway, Brazil, Canada, and internationally. The company operates through two segments, Alumina and Aluminum. It engages in bauxite mining operations; and processes bauxite into alumina and sells it to customers who process it into industrial chemical products, as well as aluminum smelting and casting businesses. The company offers primary aluminum in the form of alloy ingot or value-add ingot to customers that produce products for the transportation, building and construction, packaging, wire, and other industrial markets; and flat-rolled aluminum in the form of sheet, which is sold primarily to customers that produce beverage and food cans. In addition, it owns hydro power plants that generates and sells electricity in the wholesale market to traders, large industrial consumers, distribution companies, and other generation companies. The company was formerly known as Alcoa Upstream Corporation and changed its name to Alcoa Corporation in October 2016. The company was founded in 1886 and is headquartered in Pittsburgh, Pennsylvania."
NWS,Entertainment,Communication Services,News Corporation,United States,"News Corporation, a media and information services company, creates and distributes authoritative and engaging content, and other products and services for consumers and businesses worldwide. It operates through six segments: Digital Real Estate Services, Subscription Video Services, Dow Jones, Book Publishing, News Media, and Other. The company distributes content and data products, including The Wall Street Journal, Barron's, MarketWatch, Investor's Business Daily, Factiva, Dow Jones Risk & Compliance, Dow Jones Newswires, and Dow Jones Energy through various media channels, such as newspapers, newswires, websites, mobile apps, newsletters, magazines, proprietary databases, live journalism, video, and podcasts. It also owns and operates Monday to Friday, Saturday and Sunday, weekly, and bi-weekly newspapers comprising The Australian, The Weekend Australian, The Daily Telegraph, The Sunday Telegraph, Herald Sun, Sunday Herald Sun, The Courier Mail, The Sunday Mail, The Advertiser, Sunday Mail, The Sun, The Sun on Sunday, The Times, The Sunday Times, and New York Post, as well as digital mastheads and other websites. In addition, the company publishes general fiction, nonfiction, children's, and religious books; provides sports, entertainment, and news services to pay-TV and streaming subscribers, and other commercial licensees through satellite and internet distribution; and broadcasts rights to live sporting events. Further, it offers property and property-related advertising and services on its websites and mobile applications; digital real estate services; and financial services. News Corporation was founded in 2012 and is headquartered in New York, New York."
HRB,Personal Services,Consumer Cyclical,"H&R Block, Inc.",United States,"H&R Block, Inc., through its subsidiaries, engages in the provision of assisted and do-it-yourself (DIY) tax return preparation services to the general-public primarily in the United States, Canada, and Australia. It offers assisted income tax return preparation and related services through in-person via a system of retail offices operated directly by the company or its franchisees, as well as online and mobile applications, and virtual and desktop software. The company also provides Refund Transfers, that enable clients to receive their tax refunds by their chosen method of disbursement; Peace of Mind extended service plans, that represents clients when audited and assumes the cost resulting from errors; H&R Block Emerald Prepaid Mastercard and Spruce, which are debit cards that can be used for everyday purchases, bill payments, and ATM withdrawals; H&R Block Emerald Advance term loans; Tax Identity Shield that provides clients assistance in helping protect their tax identity and access to services to help restore their tax identity; refund advance loans; and H&R Block Instant Refund. In addition, it offers small business financial solutions to manage finances, including payment processing, payroll, and bookkeeping services through in-person, online, and virtual channels. The company was founded in 1955 and is headquartered in Kansas City, Missouri."
WEX,Software - Infrastructure,Technology,WEX Inc.,United States,"WEX Inc. operates a commerce platform in the United States and internationally. The Mobility segment offers fleet vehicle payment solutions, transaction processing, and information management services; and provides account activation and account retention services; authorization and billing inquiries, and account maintenance services; account management; credit and collections services; merchant services; analytics solutions; and ancillary services and offerings. This segment markets its products directly and indirectly to businesses and government agencies with fleets of commercial vehicles; and indirectly through co-branded and private label relationships. The Corporate Payments segment provides payment solutions, including embedded payments; and accounts payable automation and spend management solutions. This segment also markets its products directly and indirectly to customers in travel, fintech, insurance, consumer bill pay, and media verticals. The Benefits Solutions segment offers software-as-a-service (SaaS) platform for consumer directed healthcare benefits and full-service benefit enrollment solutions. In addition, its SaaS platform includes embedded payment solutions and plan administration services for consumer-directed health benefits; COBRA accounts; and benefit enrollment and administration services. Further, it offers custodial and depository services for health savings accounts; and markets its products through third-party administrators, financial institutions, payroll providers, and health plans. The company was formerly known as Wright Express Corporation and changed its name to WEX Inc. in October 2012. WEX Inc. was founded in 1983 and is based in Portland, Maine."
ACIW,Software - Infrastructure,Technology,"ACI Worldwide, Inc.",United States,"ACI Worldwide, Inc., a software company, develops, markets, installs, and supports a range of software products and solutions for facilitating digital payments in the United States and internationally. The company operates in three segments: Banks, Merchants, and Billers. The company offers ACI Acquiring, a solution to process credit, debit, and prepaid card transactions, deliver digital innovation, and fraud prevention; ACI Issuing, a digital payment issuing solution for new payment offering; and ACI Enterprise Payments Platform that provides payment processing and orchestration capabilities for digital payments. It also provides ACI Low Value Real-Time Payments, a platform for processing real-time payments; and ACI High Value Real-Time Payments, a payments engine that offers multi-bank, multi-currency, 24x7 payment processing, and SWIFT messaging. In addition, the company offers ACI Payments Orchestration Platform for optimizing payments; omni-channel payment platform; ACI Fraud Management, a real-time approach to fraud management; and ACI Speedpay, an integrated suite of digital billing, payment, disbursement, and communication services. The company offers electronic bill presentment and payment services to consumer finance, insurance, healthcare, higher education, utility, government, telecommunications, and mortgage sectors; implementation services, include product installations and configurations, and custom software modifications; and business and technical consultancy, on-site support, product education, and testing services, as well as distributes or acts as a sales agent for software developed by third parties. It markets its products under the ACI Worldwide brand. The company was formerly known as Transaction Systems Architects, Inc. and changed its name to ACI Worldwide, Inc. in July 2007. The company was founded in 1975 and is based in Elkhorn, Nebraska."
ZION,Banks - Regional,Financial Services,Zions Bancorporation N.A.,United States,"Zions Bancorporation, National Association provides various banking products and related services primarily in the states of Arizona, California, Colorado, Idaho, Nevada, New Mexico, Oregon, Texas, Utah, Washington, and Wyoming. It operates through Zions Bank, California Bank & Trust, Amegy Bank, National Bank of Arizona, Nevada State Bank, Vectra Bank Colorado, and The Commerce Bank of Washington segments. The company offers commercial and small business banking services to small- and medium-sized businesses, such as commercial, industrial, and owner-occupied lending and leasing; municipal and public finance services; depository account and cash management services; commercial and small business cards; merchant processing services; corporate trust services; and correspondent banking and international lending services. It also provides capital markets and investment banking services, including loan syndications, foreign exchange services, interest rate derivatives, fixed income securities underwriting, advisory and capital raising, commercial mortgage-backed security conduit lending, and power and project financing; and commercial real estate lending services consisting of term and construction/land development financing for commercial and residential purposes. In addition, the company offers retail banking services comprising residential mortgages, home equity lines of credit, personal lines of credit, installment consumer loans, depository account services, consumer cards, and personal trust services; and wealth management services consisting of investment management, fiduciary and estate, and advanced business succession and estate planning services. The company was formerly known as ZB, National Association and changed its name to Zions Bancorporation, National Association in September 2018. Zions Bancorporation, National Association was founded in 1873 and is headquartered in Salt Lake City, Utah."
ESAB,Metal Fabrication,Industrials,ESAB Corporation,United States,"ESAB Corporation engages in the formulation, development, manufacture, and supply of consumable products and equipment for use in cutting, joining, automated welding, and gas control equipment. Its comprehensive range of welding consumables includes electrodes, cored and solid wires, and fluxes using a range of specialty and other materials; and cutting consumables comprising electrodes, nozzles, shields, and tips. The company's equipment ranges from portable welding machines to large customized automated cutting and welding systems. It also offers a range of software and digital solutions to help its customers increase their productivity, remotely monitor their welding operations, and digitize their documentation. The company sells its products under the ESAB brand to various end markets, such as general industry, infrastructure, renewable energy, medical and life sciences, transportation, construction, and energy. It offers its products through independent distributors and direct salespeople. The company operates in North America, South America, Europe, the Middle East, India, Africa, and the Asia Pacific. ESAB Corporation was founded in 1904 and is headquartered in North Bethesda, Maryland."
UNM,Insurance - Life,Financial Services,Unum Group,United States,"Unum Group, together with its subsidiaries, provides financial protection benefit solutions primarily in the United States, the United Kingdom, Poland, and internationally. It operates through Unum US, Unum International, Colonial Life, and Closed Block segment. The company offers group long-term and short-term disability, group life, and accidental death and dismemberment products; supplemental and voluntary products, such as individual disability, voluntary benefits, and dental and vision products; and accident, sickness, disability, life, and cancer and critical illness products. It also provides group pension, individual life and corporate-owned life insurance, reinsurance pools and management operations, and other miscellaneous products. The company sells its products primarily to employers for the benefit of employees. It sells its products through field sales personnel, independent brokers, consultants, and independent contractor agent sales force and brokers. Unum Group was founded in 1848 and is based in Chattanooga, Tennessee."
LECO,Tools & Accessories,Industrials,"Lincoln Electric Holdings, Inc.",United States,"Lincoln Electric Holdings, Inc., through its subsidiaries, designs, develops, manufactures, and sells welding, cutting, and brazing products worldwide. The company operates through three segments: Americas Welding, International Welding, and The Harris Products Group. It offers brazing and soldering filler metals, arc welding equipment, plasma and oxyfuel cutting systems, wire feeding systems, fume control equipment, welding accessories, and specialty gas regulators, and education solutions, as well as a portfolio of automated solutions for joining, cutting, material handling, module assembly, and end of line testing, as well as involved in brazing and soldering alloys, and in the retail business in the United States. In addition, the company manufactures copper and aluminum headers, distributor assemblies, and manifolds for the heating, ventilation, and air conditioning sector in the United States and Mexico; provides specialty welding consumables, wear plates and maintenance and repair services for alloy and wear-resistant products used in mining, steel, agricultural, and industrial mill applications; and designs and manufactures robotic assembly and arc welding systems that automate the tacking and welding of steel beams. Further, the company serves general fabrication, oil and gas, power generation, process, automotive and transportation, and construction and infrastructure industries, as well as heavy fabrication, ship building, and maintenance and repair markets. It sells its products directly to users of welding products, as well as through industrial distributors, retailers, and agents. The company was founded in 1895 and is headquartered in Cleveland, Ohio."
INTC,Semiconductors,Technology,Intel Corporation,United States,"Intel Corporation designs, develops, manufactures, markets, and sells computing and related products and services worldwide. It operates through Client Computing Group, Data Center and AI, Network and Edge, Mobileye, and Intel Foundry Services segments. The company's products portfolio comprises central processing units and chipsets, system-on-chips (SoCs), and multichip packages; mobile and desktop processors; hardware products comprising graphics processing units (GPUs), domain-specific accelerators, and field programmable gate arrays (FPGAs); and memory and storage, connectivity and networking, and other semiconductor products. It also offers silicon devices and software products; and optimization solutions for workloads, such as AI, cryptography, security, storage, networking, and leverages various features supporting diverse compute environments. In addition, the company develops and deploys advanced driver assistance systems (ADAS), and autonomous driving technologies and solutions; and provides advanced process technologies backed by an ecosystem of IP, EDA, and design services, as well as systems of chips, including advanced packaging technologies, software and accelerate bring-up, and integration of chips and driving standards. Further, it delivers and deploys intelligent edge platforms that allow developers to achieve agility and drive automation using AI for efficient operations with data integrity, as well as provides hardware and software platforms, tools, and ecosystem partnerships for digital transformation from the cloud to edge. The company serves original equipment manufacturers, original design manufacturers, cloud service providers, and other manufacturers and service providers. It has a strategic agreement with Synopsys, Inc. to develop EDA and IP solutions; and ARM that enables chip designers to build optimized compute SoCs on the Intel 18A process. Intel Corporation was incorporated in 1968 and is headquartered in Santa Clara, California."
PBI,Integrated Freight & Logistics,Industrials,Pitney Bowes Inc.,United States,"Pitney Bowes Inc., a shipping and mailing company, provides technology, logistics, and financial services to small and medium-sized businesses, large enterprises, retailers, and government clients in the United States and internationally. It operates through Global Ecommerce, Presort Services, and SendTech Solutions segments. The Global Ecommerce segment provides domestic parcel services, cross-border solutions, and digital delivery services. The Presort Services segment offers mail sortation services, which allow clients to qualify volumes of first-class mail, marketing mail, marketing mail flats, and bound printed matter for postal work sharing discounts. The SendTech Solutions segment provides physical and digital mailing and shipping technology solutions, and other applications for sending, tracking and receiving of letters, parcels, and flats as well as financing alternatives to finance equipment and product purchases. It markets its products, solutions, and services through direct and inside sales force, global and regional partner channels, direct mailings, and digital channels. The company was formerly known as Pitney Bowes Postage Meter Company. Pitney Bowes Inc. was incorporated in 1920 and is headquartered in Stamford, Connecticut."
HFWA,Banks - Regional,Financial Services,Heritage Financial Corporation,United States,"Heritage Financial Corporation operates as the bank holding company for Heritage Bank that provides various financial services to small and medium sized businesses and individuals in the United States. It accepts various deposit products, such as noninterest demand deposits, interest bearing demand deposits, money market accounts, savings accounts, personal checking accounts, and certificates of deposit. The company's loan portfolio includes commercial and industrial loans, owner-occupied and non-owner occupied commercial real estate loans, one-to-four family residential loans, real estate construction and land development loans, consumer loans, commercial business loans, lines of credit, term equipment financing, and term real estate loans, as well as commercial business loans to a range of businesses in industries that include real estate and rental and leasing, healthcare, accommodation and food services, retail trade, and construction. It also originates loans that are guaranteed by the U.S. Small Business Administration; and provides objective advice from trusted advisers. The company was formerly known as Heritage Financial Corporation, M.H.C. and changed its name to Heritage Financial Corporation in 1998. Heritage Financial Corporation was founded in 1927 and is headquartered in Olympia, Washington."
BKU,Banks - Regional,Financial Services,"BankUnited, Inc.",United States,"BankUnited, Inc. operates as the bank holding company for BankUnited, a national banking association that provides a range of banking services in the United States. The company offers deposit products, such as checking, money market deposit, and savings accounts; certificates of deposit; and treasury, commercial payment, and cash management services. Its loans portfolio includes commercial loans, including equipment loans, secured and unsecured lines of credit, formula-based lines of credit, owner-occupied commercial real estate term loans and lines of credit, mortgage warehouse lines, subscription finance facilities, letters of credit, commercial credit cards, small business administration and U.S. department of agriculture product offerings, export-import bank financing products, trade finance, and business acquisition finance credit facilities; commercial real estate loans; residential mortgages; and other consumer loans. The company offers online, mobile, and telephone banking services. It operates through a network of banking centers located in Florida counties and the New York metropolitan area, as well as Dallas, Texas. The company was formerly known as BU Financial Corporation. BankUnited, Inc. was incorporated in 2009 and is headquartered in Miami Lakes, Florida."
PRA,Insurance - Property & Casualty,Financial Services,ProAssurance Corporation,United States,"ProAssurance Corporation, through its subsidiaries, provides property and casualty insurance, and reinsurance products in the United States. The company operates through Specialty Property and Casualty, Workers' Compensation Insurance, and Segregated Portfolio Cell Reinsurance segments. It offers professional liability insurance to healthcare providers and institutions, and attorneys and their firms; medical technology liability insurance to medical technology and life sciences companies; and custom alternative risk solutions, including assumed reinsurance, loss portfolio transfers, and captive cell programs for healthcare professional liability insureds. The company also provides workers' compensation insurance products, such as guaranteed cost policies, policyholder dividend policies, retrospectively rated policies, and deductible policies, as well as alternative market solutions that include program design, fronting, claims administration, risk management, SPC rental, asset management, and SPC management services for individual companies, agencies, groups, and associations. The company also participates in Syndicate 1729 at Lloyd's of London for underwriting. It markets its products through independent agencies and brokers, as well as an internal business development team. The company was founded in 1976 and is headquartered in Birmingham, Alabama."
USB,Banks - Regional,Financial Services,U.S. Bancorp,United States,"U.S. Bancorp, a financial services holding company, provides various financial services to individuals, businesses, institutional organizations, governmental entities, and other financial institutions in the United States. It operates through Wealth, Corporate, Commercial and Institutional Banking; Consumer and Business Banking; Payment Services; and Treasury and Corporate Support segments. The company offers depository services, including checking accounts, savings accounts, and time certificate contracts; and lending services, such as traditional credit products and credit card services, lease financing and import/export trade, asset-backed lending, agricultural finance, and other products. It also provides ancillary services comprising capital markets, treasury management, and receivable lock-box collection services to corporate and governmental entity customers. In addition, the company offers asset management and fiduciary services for individuals, estates, foundations, business corporations, and charitable organizations. Further, it provides investment and insurance products to its customers principally within its domestic markets, as well as fund administration services to mutual and other funds. Additionally, the company provides corporate and purchasing card, and corporate trust services. Furthermore, it offers trust and investment management, merchant and ATM processing, mortgage banking, insurance, and brokerage and leasing services. U.S. Bancorp was founded in 1863 and is headquartered in Minneapolis, Minnesota."
MMS,Specialty Business Services,Industrials,"Maximus, Inc.",United States,"Maximus, Inc. operates as a provider of government services in the United States and internationally. It operates through three segments: U.S. Federal Services, U.S. Services, and Outside the U.S. The U.S. Services segment offers program eligibility support and enrollment; centralized multilingual customer contact centers, multichannel, and digital self-service options for enrollment; application assistance and independent health plan choice counseling; beneficiary outreach, education, eligibility, enrollment, and redeterminations; and person-centered independent disability, long-term sick, and other health assessments. This segment also provides employment services, such as eligibility support, case management, job-readiness preparation, job search and employer outreach, job retention and career advancement, and educational and training services; technology solutions; system implementation project management services; and specialized consulting services. The U.S. Federal Services segment offers Business process services, eligibility and enrollment, outreach, and other services for federal health and human services programs; clinical services; and technology solutions, including application development and modernization services, enterprise business solutions, advanced analytics and emerging technologies, cybersecurity services, and infrastructure and engineering solutions. The Outside the U.S. segment offers BPS solutions for international governments, including health and disability assessments, program administration for employment services, wellbeing solutions, and other job seeker-related services. Maximus, Inc. was founded in 1975 and is headquartered in McLean, Virginia."
ROIV,Biotechnology,Healthcare,Roivant Sciences Ltd.,United Kingdom,"Roivant Sciences Ltd., a commercial-stage biopharmaceutical company, engages in the development and commercialization of medicines for inflammation and immunology areas. The company provides Vants, a model to develop and commercialize its medicines and technologies focusing on biopharmaceutical businesses, discovery-stage companies, and health technology startups. It offers VTAMA, a novel topical approved for the treatment of psoriasis and in development for the treatment of atopic dermatitis; IMVT-1402 and batoclimab, which are fully human monoclonal antibodies that targets the neonatal Fc receptor in development across various IgG-mediated autoimmune indications; brepocitinib, a potent small molecule inhibitor of TYK2 and JAK1 in development for the treatment of dermatomyositis and non-infectious uveitis, as well as for other therapies in various stages of clinical development; and Namilumab, a fully human anti-GM-CSF monoclonal antibody under Phase 2 clinical trial for the treatment of inflammatory and autoimmune diseases. The company also provides delivery platforms comprising lipid nanoparticle platform and ligand conjugate platform. It has collaboration and license agreements with Boehringer Ingelheim International, GmbH for conducting discovery work on RNA-specific adenosine deaminase 1 targeting and modulating compounds; and with Japan Tobacco Inc. for the rights to develop, register, and market tapinarof in Japan for the treatment of psoriasis and atopic dermatitis. The company was founded in 2014 and is based in London, the United Kingdom."
WPC,REIT - Diversified,Real Estate,W. P. Carey Inc. REIT,United States,"W. P. Carey ranks among the largest net lease REITs with a well-diversified portfolio of high-quality, operationally critical commercial real estate, which includes 1,424 net lease properties covering approximately 173 million square feet and a portfolio of 89 self-storage operating properties as of December 31, 2023. With offices in New York, London, Amsterdam and Dallas, the company remains focused on investing primarily in single-tenant, industrial, warehouse and retail properties located in the U.S. and Northern and Western Europe, under long-term net leases with built-in rent escalations."
A,Diagnostics & Research,Healthcare,"Agilent Technologies, Inc.",United States,"Agilent Technologies, Inc. provides application focused solutions to the life sciences, diagnostics, and applied chemical markets worldwide. The company operates in three segments: Life Sciences and Applied Markets, Diagnostics and Genomics, and Agilent CrossLab. The Life Sciences and Applied Markets segment offers liquid chromatography systems and components; liquid chromatography mass spectrometry systems; gas chromatography systems and components; gas chromatography mass spectrometry systems; inductively coupled plasma mass spectrometry instruments; atomic absorption instruments; microwave plasma-atomic emission spectrometry instruments; inductively coupled plasma optical emission spectrometry instruments; raman spectroscopy; cell analysis plate based assays; flow cytometer; real-time cell analyzer; cell imaging systems; microplate reader; laboratory software; information management and analytics; laboratory automation and robotic systems; dissolution testing; and vacuum pumps, and measurement technologies. The Diagnostics and Genomics segment focuses on genomics, nucleic acid contract manufacturing and research and development, pathology, companion diagnostics, reagent partnership, and biomolecular analysis businesses. The Agilent CrossLab segment provides GC and LC columns, sample preparation products, custom chemistries, and laboratory instrument supplies; and offers services portfolio, including repairs, parts, maintenance, installations, training, compliance support, software as a service, asset management, and consulting services. The company markets its products through direct sales, distributors, resellers, manufacturer's representatives, and electronic commerce. Agilent Technologies, Inc. was incorporated in 1999 and is headquartered in Santa Clara, California."
EMR,Specialty Industrial Machinery,Industrials,Emerson Electric Company,United States,"Emerson Electric Co., a technology and software company, provides various solutions for customers in industrial, commercial, and consumer markets in the Americas, Asia, the Middle East, Africa, and Europe. It operates in six segments: Final Control, Control Systems & Software, Measurement & Analytical, AspenTech, Discrete Automation, and Safety & Productivity. The Final Control segment provides control, isolation, shutoff, pressure relief, and pressure safety valves, actuators, and regulators for process and hybrid industries. The Measurement & Analytical segment offers intelligent instrumentation measuring the physical properties of liquids or gases, such as pressure, temperature, level, flow, acoustics, corrosion, pH, conductivity, water quality, toxic gases, and flame. The Discrete Automation segment offers solenoid and pneumatic valves, valve position indicators, pneumatic cylinders, air preparation equipment, pressure and temperature switches, electric linear motion solutions, programmable automation control systems, electrical distribution equipment, and materials joining solutions. The Safety & Productivity segment offers tools for professionals and homeowners; pipe-working tools, including pipe wrenches, pipe cutters, pipe threading and roll grooving equipment, battery hydraulic tools; electrical tools; and other professional tools. The Control Systems & Software segment provides distributed control systems, safety instrumented systems, SCADA systems, application software, digital twins, asset performance management, and cybersecurity. The Test & Measurement provides software-connected automated test and measurement systems. The AspenTech segment provides asset optimization software that enables industrial manufacturers to design, operate, and maintain operations for enhancing performance through a combination of decades of modeling, simulation, and optimization capabilities. The company was incorporated in 1890 and is headquartered in Saint Louis, Missouri."
GES,Apparel Retail,Consumer Cyclical,"Guess?, Inc.",United States,"Guess?, Inc. designs, markets, distributes, and licenses lifestyle collections of apparel and accessories for men, women, and children. It operates through five segments: Americas Retail, Americas Wholesale, Europe, Asia, and Licensing. The company's clothing collection includes jeans, pants, skirts, dresses, shorts, blouses, shirts, jackets, activewear, knitwear, and intimate apparel. It also grants licenses to design, manufacture, and distribute various products that complement its apparel lines, such as eyewear, watches, handbags, footwear, kids' and infants' apparel, outerwear, fragrance, jewelry, and other fashion accessories, as well as to wholesale partners to operate and sell products through licensed retail stores. The company markets its products under the GUESS, GUESS?, GUESS U.S.A., GUESS Jeans, GUESS? and Triangle Design, MARCIANO, Question Mark and Triangle Design, a stylized G and a stylized M, GUESS Kids, Baby GUESS, YES, G by GUESS, GUESS by MARCIANO, and Gc brand names. It sells its products through direct-to-consumer, wholesale, and licensing distribution channels, as well as through its retail websites. Guess?, Inc. was founded in 1981 and is headquartered in Los Angeles, California."
APH,Electronic Components,Technology,Amphenol Corporation,United States,"Amphenol Corporation, together with its subsidiaries, primarily designs, manufactures, and markets electrical, electronic, and fiber optic connectors in the United States, China, and internationally. It operates through three segments: Harsh Environment Solutions, Communications Solutions, and Interconnect and Sensor Systems. The company offers connectors and connector systems, including harsh environment data, power, high-speed, fiber optic, and radio frequency interconnect products; busbars and power distribution systems; and other connectors. It also provides value-add products, such as backplane interconnect systems, cable assemblies and harnesses, and cable management products; other products comprising flexible and rigid printed circuit boards, hinges, other mechanical, and production related products. In addition, the company offers consumer device, network infrastructure, and other antennas; coaxial, power, and specialty cables; and sensors and sensor-based products. It sells its products through its sales force, independent representatives, and a network of electronics distributors to original equipment manufacturers, electronic manufacturing services companies, original design manufacturers, and service providers in the automotive, broadband communication, commercial aerospace, industrial, information technology and data communication, military, mobile device, and mobile network markets. Amphenol Corporation was founded in 1932 and is headquartered in Wallingford, Connecticut."
TFX,Medical Instruments & Supplies,Healthcare,Teleflex Incorporated,United States,"Teleflex Incorporated designs, develops, manufactures, and supplies single-use medical devices for common diagnostic and therapeutic procedures in critical care and surgical applications worldwide. The company provides vascular access products that comprise Arrow branded catheters, catheter navigation and tip positioning systems, and intraosseous access systems for the administration of intravenous therapies, the measurement of blood pressure, and the withdrawal of blood samples through a single puncture site. It also offers interventional products, which consists of various coronary catheters, structural heart support devices, and peripheral intervention and mechanical circulatory support platform that are used by interventional cardiologists and radiologists, and vascular surgeons; and Arrow branded pumps and catheters, Guideline, Turnpike, and Trapliner catheters, the Manta Vascular Closure, and Arrow Oncontrol devices. The company provides anesthesia products, such as airway and pain management products to support hospital, emergency medicine, and military channels; and surgical products, including metal and polymer ligation clips, and fascial closure surgical systems that are used in laparoscopic surgical procedures, percutaneous surgical systems, and other surgical instruments. It also offers interventional urology products comprising the UroLift System, an invasive technology for treating lower urinary tract symptoms due to benign prostatic hyperplasia; respiratory products, including oxygen and aerosol therapies, spirometry, and ventilation management products for use in various care settings; urology products, such as catheters, urine collectors, and catheterization accessories and products for operative endourology; and bladder management services. The company serves hospitals and healthcare providers, medical device manufacturers, and home care markets. Teleflex Incorporated was incorporated in 1943 and is headquartered in Wayne, Pennsylvania."
LMAT,Medical Instruments & Supplies,Healthcare,"LeMaitre Vascular, Inc.",United States,"LeMaitre Vascular, Inc. develops, manufactures, and markets medical devices and implants used in the field of vascular surgery worldwide. It offers human cadaver tissue cryopreservation services; angioscope, a fiberoptic catheter used for viewing the lumen of a blood vessel; embolectomy catheters to remove blood clots from arteries; thrombectomy catheters for removing thrombi in the venous system; occlusion catheters that temporarily occlude the blood flow; and perfusion catheters to perfuse the blood and other fluids into the vasculature. The company also provides artegraft biologic graft, a bovine carotid artery used for dialysis access; XenoSure biologic patches, used for closure of vessels after surgical intervention; VascuCel and CardioCel biologic patches, used in vessel repair, heart repair and reconstruction, and neonatal repairs; cardiovascular patches; carotid shunts that temporarily shunt the blood to the brain during the removal of plaque in a carotid endarterectomy surgery; biosynthetic vascular graft indicated for lower extremity bypass and dialysis access; and vascular grafts used to bypass or replace diseased arteries. In addition, it offers radiopaque tape, a medical-grade tape applied to the skin that enables surgeons and interventionalists to cross-refer between the inside and the outside of a patient's body and allows them to locate tributaries or lesions beneath the skin. Further, the company provides valvulotomes, which cut or disrupt valves in the saphenous vein to function as an artery to carry blood past diseased arteries to the lower leg or the foot; and closure systems to attach vessels to one another with titanium clips instead of sutures. It markets its products through a direct sales force and distributors. The company was formerly known as Vascutech, Inc. and changed its name to LeMaitre Vascular, Inc. in April 2001. LeMaitre Vascular, Inc. was incorporated in 1983 and is headquartered in Burlington, Massachusetts."
QDEL,Medical Devices,Healthcare,QuidelOrtho Corporation,United States,"QuidelOrtho Corporation provides diagnostic testing solutions. The company operates through Labs, Transfusion Medicine, Point-of-Care, and Molecular Diagnostics business units. The Labs business unit provides clinical chemistry laboratory instruments and tests that measure target chemicals in bodily fluids for the evaluation of health and the clinical management of patients; immunoassay laboratory instruments and tests, which measure proteins as they act as antigens in the spread of disease, antibodies in the immune response spurred by disease, or markers of proper organ function and health; testing products to detect and monitor disease progression across a spectrum of therapeutic areas; and specialized diagnostic solutions. The Transfusion Medicine business unit offers immunohematology instruments and tests used for blood typing to ensure patient-donor compatibility in blood transfusions; and donor screening instruments and tests used for blood and plasma screening for infectious diseases. The Point-of-Care business unit provides instruments and tests to provide rapid results across a continuum of point-of-care settings. The Molecular Diagnostics business unit offers polymerase chain reaction thermocyclers; amplification systems; and sample-to-result molecular instruments and tests for syndromic infectious disease diagnostics. The company sells its products directly to end users through a direct sales force; and through a network of distributors for professional use in physician offices, hospitals, clinical laboratories, reference laboratories, urgent care clinics, universities, retail clinics, pharmacies, wellness screening centers, blood banks, and donor centers, as well as for individual, non-professional, and over-the-counter use. It operates in North America, Europe, the Middle East, Africa, China, and internationally. The company was incorporated in 1979 and is headquartered in San Diego, California."
ESNT,Insurance - Specialty,Financial Services,Essent Group Ltd.,Bermuda,"Essent Group Ltd., through its subsidiaries, provides private mortgage insurance and reinsurance for mortgages secured by residential properties located in the United States. Its mortgage insurance products include primary, pool, and master policy. The company also provides information technology maintenance and development services; customer support-related services; underwriting consulting; and contract underwriting services, as well as risk management products and title insurance and settlement services. It serves the originators of residential mortgage loans, such as regulated depository institutions, mortgage banks, credit unions, and other lenders. Essent Group Ltd. was incorporated in 2008 and is based in Hamilton, Bermuda."
NSIT,Electronics & Computer Distribution,Technology,"Insight Enterprises, Inc.",United States,"Insight Enterprises, Inc., together with its subsidiaries, provides information technology, hardware, software, and services in the United States and internationally. The company offers modern platforms/infrastructure that manages and supports cloud and data platforms, modern networks, and edge technologies; cybersecurity solutions automates and connects modern platform securely; data and artificial intelligence modernizes data platforms and architectures, and build data analytics and AI solutions; modern workplace and apps; and intelligent edge solutions that gathers and utilizes data for real-time decision making. It also provides software maintenance solutions that offers clients to obtain software upgrades, bug fixes, help desk, and other support services; vendor direct support services contracts; and cloud/software-as-a-service subscription products. In addition, the company designs, procures, deploys, implements, and manages solutions that combine hardware, software, and services to help businesses. It serves construction, esports, financial services, health care and life sciences, manufacturing, retail and restaurant, service providers, small to medium business, and travel and tourism industries. Insight Enterprises, Inc., was founded in 1988 and is headquartered in Chandler, Arizona."
